CMDLINE /Users/andrea/anaconda3/envs/General/bin/python3.11 main.py
MEM 5454.156250 1763672358.4918
MEM 5454.156250 1763672358.5937
MEM 5454.156250 1763672358.6988
MEM 5454.156250 1763672358.8038
MEM 5454.156250 1763672358.9089
MEM 5454.156250 1763672359.0098
MEM 5454.156250 1763672359.1150
MEM 5454.156250 1763672359.2200
MEM 5454.156250 1763672359.3252
MEM 5454.156250 1763672359.4302
MEM 5454.156250 1763672359.5353
MEM 5454.156250 1763672359.6403
MEM 5454.156250 1763672359.7408
MEM 5454.156250 1763672359.8459
MEM 5454.156250 1763672359.9510
MEM 5454.156250 1763672360.0517
MEM 5454.156250 1763672360.1567
MEM 5454.156250 1763672360.2618
MEM 5454.156250 1763672360.3668
MEM 5454.156250 1763672360.4719
MEM 5454.156250 1763672360.5769
MEM 5454.156250 1763672360.6800
MEM 5454.156250 1763672360.7850
MEM 5454.156250 1763672360.8901
MEM 5454.156250 1763672360.9951
MEM 5454.156250 1763672361.1003
MEM 5454.156250 1763672361.2053
MEM 5454.156250 1763672361.3104
MEM 5454.156250 1763672361.4123
MEM 5454.156250 1763672361.5174
MEM 5454.156250 1763672361.6185
MEM 5454.156250 1763672361.7216
MEM 5454.156250 1763672361.8266
MEM 5454.156250 1763672361.9287
MEM 5454.156250 1763672362.0337
MEM 5454.156250 1763672362.1388
MEM 5454.156250 1763672362.2439
MEM 5454.156250 1763672362.3489
MEM 5454.156250 1763672362.4539
MEM 5454.156250 1763672362.5590
MEM 5454.156250 1763672362.6600
MEM 5454.156250 1763672362.7650
MEM 5454.156250 1763672362.8700
MEM 5454.156250 1763672362.9751
MEM 5454.156250 1763672363.0801
MEM 5454.156250 1763672363.1851
MEM 5454.156250 1763672363.2902
MEM 5454.156250 1763672363.3943
MEM 5454.156250 1763672363.4949
MEM 5454.156250 1763672363.5954
MEM 5454.156250 1763672363.7004
MEM 5454.156250 1763672363.8054
MEM 5454.156250 1763672363.9089
MEM 5454.156250 1763672364.0139
MEM 5454.156250 1763672364.1190
MEM 5454.156250 1763672364.2237
MEM 5454.156250 1763672364.3288
MEM 5454.156250 1763672364.4338
MEM 5454.156250 1763672364.5389
MEM 5454.156250 1763672364.6439
MEM 5454.156250 1763672364.7445
MEM 5454.156250 1763672364.8485
MEM 5454.156250 1763672364.9536
MEM 5454.156250 1763672365.0586
MEM 5454.156250 1763672365.1611
MEM 5454.171875 1763672365.2660
MEM 5454.171875 1763672365.3711
MEM 5454.171875 1763672365.4751
MEM 5454.171875 1763672365.5802
MEM 5454.171875 1763672365.6852
MEM 5454.171875 1763672365.7903
MEM 5454.171875 1763672365.8932
MEM 5454.171875 1763672365.9967
MEM 5454.171875 1763672366.1017
MEM 5454.171875 1763672366.2068
MEM 5454.187500 1763672366.3118
MEM 5454.187500 1763672366.4162
MEM 5454.187500 1763672366.5167
MEM 5454.187500 1763672366.6217
MEM 5454.187500 1763672366.7267
MEM 5454.187500 1763672366.8318
MEM 5454.187500 1763672366.9368
MEM 5454.203125 1763672367.0418
MEM 5454.203125 1763672367.1469
MEM 5454.218750 1763672367.2503
MEM 5454.218750 1763672367.3553
MEM 5454.218750 1763672367.4604
MEM 5454.218750 1763672367.5655
MEM 5454.218750 1763672367.6705
MEM 5454.218750 1763672367.7755
MEM 5454.218750 1763672367.8792
MEM 5454.218750 1763672367.9829
MEM 5454.218750 1763672368.0880
MEM 5454.218750 1763672368.1930
MEM 5454.218750 1763672368.2981
MEM 5454.218750 1763672368.4031
MEM 5454.218750 1763672368.5081
MEM 5454.218750 1763672368.6132
MEM 5454.218750 1763672368.7182
MEM 5454.218750 1763672368.8233
MEM 5454.218750 1763672368.9283
MEM 5454.218750 1763672369.0289
MEM 5454.218750 1763672369.1337
MEM 5454.218750 1763672369.2388
MEM 5454.218750 1763672369.3439
MEM 5454.218750 1763672369.4468
MEM 5454.218750 1763672369.5518
MEM 5454.218750 1763672369.6569
MEM 5454.218750 1763672369.7607
MEM 5454.234375 1763672369.8656
MEM 5454.234375 1763672369.9707
MEM 5454.234375 1763672370.0757
MEM 5454.234375 1763672370.1807
MEM 5454.234375 1763672370.2859
MEM 5454.234375 1763672370.3898
MEM 5454.234375 1763672370.4949
MEM 5454.234375 1763672370.6000
MEM 5454.234375 1763672370.7050
MEM 5454.234375 1763672370.8101
MEM 5454.250000 1763672370.9151
MEM 5454.250000 1763672371.0202
MEM 5454.250000 1763672371.1252
MEM 5454.250000 1763672371.2302
MEM 5454.250000 1763672371.3353
MEM 5454.250000 1763672371.4403
MEM 5454.250000 1763672371.5438
MEM 5454.250000 1763672371.6489
MEM 5454.250000 1763672371.7495
MEM 5454.250000 1763672371.8546
MEM 5454.250000 1763672371.9578
MEM 5454.250000 1763672372.0629
MEM 5454.250000 1763672372.1679
MEM 5454.250000 1763672372.2728
MEM 5454.250000 1763672372.3778
MEM 5454.265625 1763672372.4829
MEM 5454.265625 1763672372.5875
MEM 5454.265625 1763672372.6926
MEM 5454.265625 1763672372.7976
MEM 5454.281250 1763672372.9027
MEM 5454.281250 1763672373.0077
MEM 5454.281250 1763672373.1120
MEM 5454.281250 1763672373.2171
MEM 5454.281250 1763672373.3187
MEM 5454.281250 1763672373.4237
MEM 5454.281250 1763672373.5288
MEM 5454.281250 1763672373.6338
MEM 5454.281250 1763672373.7360
MEM 5454.281250 1763672373.8410
MEM 5454.281250 1763672373.9453
MEM 5454.281250 1763672374.0504
MEM 5454.281250 1763672374.1554
MEM 5454.281250 1763672374.2605
MEM 5454.296875 1763672374.3618
MEM 5454.296875 1763672374.4669
MEM 5454.296875 1763672374.5687
MEM 5454.296875 1763672374.6738
MEM 5454.296875 1763672374.7774
MEM 5454.296875 1763672374.8824
MEM 5454.296875 1763672374.9862
MEM 5454.296875 1763672375.0912
MEM 5454.296875 1763672375.1963
MEM 5454.296875 1763672375.3014
MEM 5454.296875 1763672375.4037
MEM 5454.296875 1763672375.5088
MEM 5454.296875 1763672375.6138
MEM 5454.296875 1763672375.7189
MEM 5454.296875 1763672375.8240
MEM 5454.296875 1763672375.9278
MEM 5454.296875 1763672376.0329
MEM 5454.296875 1763672376.1380
MEM 5454.296875 1763672376.2430
MEM 5454.296875 1763672376.3481
MEM 5454.312500 1763672376.4531
MEM 5454.312500 1763672376.5581
MEM 5454.328125 1763672376.6632
MEM 5454.328125 1763672376.7682
MEM 5454.343750 1763672376.8689
MEM 5454.343750 1763672376.9703
MEM 5454.343750 1763672377.0753
MEM 5454.343750 1763672377.1804
MEM 5454.343750 1763672377.2853
MEM 5454.343750 1763672377.3904
MEM 5454.343750 1763672377.4955
MEM 5454.359375 1763672377.5960
MEM 5454.359375 1763672377.7010
MEM 5454.375000 1763672377.8060
MEM 5454.375000 1763672377.9111
MEM 5454.375000 1763672378.0149
MEM 5454.390625 1763672378.1199
MEM 5454.390625 1763672378.2249
MEM 5454.390625 1763672378.3300
MEM 5454.406250 1763672378.4351
MEM 5454.406250 1763672378.5357
MEM 5454.406250 1763672378.6397
MEM 5454.421875 1763672378.7447
MEM 5454.421875 1763672378.8488
MEM 5454.421875 1763672378.9536
MEM 5454.421875 1763672379.0587
MEM 5454.421875 1763672379.1638
MEM 5454.421875 1763672379.2688
MEM 5454.421875 1763672379.3732
MEM 5454.421875 1763672379.4783
MEM 5454.437500 1763672379.5833
MEM 5454.437500 1763672379.6879
MEM 5454.437500 1763672379.7930
MEM 5454.453125 1763672379.8954
MEM 5454.453125 1763672380.0004
MEM 5454.453125 1763672380.1055
MEM 5454.453125 1763672380.2105
MEM 5454.453125 1763672380.3135
MEM 5454.453125 1763672380.4186
MEM 5454.453125 1763672380.5236
MEM 5454.468750 1763672380.6242
MEM 5454.468750 1763672380.7293
MEM 5454.468750 1763672380.8344
MEM 5454.468750 1763672380.9394
MEM 5454.468750 1763672381.0445
MEM 5454.468750 1763672381.1495
MEM 5454.468750 1763672381.2545
MEM 5454.484375 1763672381.3557
MEM 5454.500000 1763672381.4608
MEM 5454.500000 1763672381.5615
MEM 5454.500000 1763672381.6659
MEM 5454.500000 1763672381.7666
MEM 5454.500000 1763672381.8717
MEM 5454.515625 1763672381.9767
MEM 5454.515625 1763672382.0818
MEM 5454.515625 1763672382.1869
MEM 5454.515625 1763672382.2919
MEM 5454.515625 1763672382.3970
MEM 5454.515625 1763672382.4980
MEM 5454.515625 1763672382.6031
MEM 5454.515625 1763672382.7081
MEM 5454.515625 1763672382.8132
MEM 5454.515625 1763672382.9182
MEM 5454.515625 1763672383.0232
MEM 5454.515625 1763672383.1283
MEM 5454.515625 1763672383.2333
MEM 5454.531250 1763672383.3383
MEM 5454.531250 1763672383.4434
MEM 5454.531250 1763672383.5484
MEM 5454.531250 1763672383.6534
MEM 5454.531250 1763672383.7585
MEM 5454.531250 1763672383.8635
MEM 5454.531250 1763672383.9685
MEM 5454.531250 1763672384.0736
MEM 5454.531250 1763672384.1786
MEM 5454.531250 1763672384.2836
MEM 5454.531250 1763672384.3886
MEM 5454.531250 1763672384.4933
MEM 5454.531250 1763672384.5969
MEM 5454.531250 1763672384.7020
MEM 5454.531250 1763672384.8025
MEM 5454.531250 1763672384.9075
MEM 5454.531250 1763672385.0086
MEM 5454.531250 1763672385.1136
MEM 5454.531250 1763672385.2187
MEM 5454.531250 1763672385.3238
MEM 5454.531250 1763672385.4266
MEM 5454.531250 1763672385.5317
MEM 5454.531250 1763672385.6358
MEM 5454.546875 1763672385.7366
MEM 5454.546875 1763672385.8417
MEM 5454.546875 1763672385.9452
MEM 5454.562500 1763672386.0473
MEM 5454.562500 1763672386.1523
MEM 5454.562500 1763672386.2568
MEM 5454.562500 1763672386.3619
MEM 5454.562500 1763672386.4620
MEM 5454.562500 1763672386.5671
MEM 5454.562500 1763672386.6721
MEM 5454.562500 1763672386.7771
MEM 5454.562500 1763672386.8822
MEM 5454.562500 1763672386.9827
MEM 5454.562500 1763672387.0878
MEM 5454.562500 1763672387.1928
MEM 5454.562500 1763672387.2966
MEM 5454.562500 1763672387.3974
MEM 5454.562500 1763672387.5025
MEM 5454.562500 1763672387.6075
MEM 5454.562500 1763672387.7126
MEM 5454.562500 1763672387.8178
MEM 5454.562500 1763672387.9228
MEM 5454.562500 1763672388.0278
MEM 5454.562500 1763672388.1329
MEM 5454.578125 1763672388.2379
MEM 5454.578125 1763672388.3430
MEM 5454.578125 1763672388.4465
MEM 5454.578125 1763672388.5515
MEM 5454.578125 1763672388.6566
MEM 5454.578125 1763672388.7617
MEM 5454.578125 1763672388.8652
MEM 5454.578125 1763672388.9702
MEM 5454.593750 1763672389.0753
MEM 5454.593750 1763672389.1804
MEM 5454.609375 1763672389.2854
MEM 5454.609375 1763672389.3905
MEM 5454.609375 1763672389.4956
MEM 5454.609375 1763672389.6006
MEM 5454.625000 1763672389.7056
MEM 5454.640625 1763672389.8064
MEM 5454.640625 1763672389.9114
MEM 5454.640625 1763672390.0165
MEM 5454.640625 1763672390.1216
MEM 5454.640625 1763672390.2239
MEM 5454.640625 1763672390.3290
MEM 5454.640625 1763672390.4341
MEM 5454.640625 1763672390.5391
MEM 5454.640625 1763672390.6399
MEM 5454.640625 1763672390.7450
MEM 5454.640625 1763672390.8463
MEM 5454.640625 1763672390.9514
MEM 5454.640625 1763672391.0541
MEM 5454.640625 1763672391.1591
MEM 5454.640625 1763672391.2642
MEM 5454.640625 1763672391.3692
MEM 5454.656250 1763672391.4743
MEM 5454.656250 1763672391.5763
MEM 5454.656250 1763672391.6815
MEM 5454.656250 1763672391.7866
MEM 5454.671875 1763672391.8916
MEM 5454.671875 1763672391.9967
MEM 5454.671875 1763672392.1017
MEM 5454.671875 1763672392.2068
MEM 5454.671875 1763672392.3119
MEM 5454.671875 1763672392.4133
MEM 5454.671875 1763672392.5172
MEM 5454.671875 1763672392.6223
MEM 5454.671875 1763672392.7273
MEM 5454.671875 1763672392.8323
MEM 5454.671875 1763672392.9369
MEM 5454.671875 1763672393.0419
MEM 5454.671875 1763672393.1469
MEM 5454.671875 1763672393.2502
MEM 5454.671875 1763672393.3552
MEM 5454.671875 1763672393.4603
MEM 5454.687500 1763672393.5654
MEM 5454.687500 1763672393.6704
MEM 5454.703125 1763672393.7754
MEM 5454.703125 1763672393.8805
MEM 5454.703125 1763672393.9855
MEM 5454.718750 1763672394.0906
MEM 5454.718750 1763672394.1956
MEM 5454.718750 1763672394.2973
MEM 5454.718750 1763672394.4023
MEM 5454.718750 1763672394.5074
MEM 5454.718750 1763672394.6075
MEM 5454.718750 1763672394.7090
MEM 5454.734375 1763672394.8134
MEM 5454.734375 1763672394.9185
MEM 5454.734375 1763672395.0236
MEM 5454.734375 1763672395.1286
MEM 5454.734375 1763672395.2337
MEM 5454.734375 1763672395.3388
MEM 5454.734375 1763672395.4438
MEM 5454.734375 1763672395.5490
MEM 5454.734375 1763672395.6540
MEM 5454.734375 1763672395.7591
MEM 5454.734375 1763672395.8642
MEM 5454.734375 1763672395.9654
MEM 5454.734375 1763672396.0660
MEM 5454.734375 1763672396.1711
MEM 5454.734375 1763672396.2761
MEM 5454.734375 1763672396.3811
MEM 5454.734375 1763672396.4833
MEM 5454.734375 1763672396.5883
MEM 5454.734375 1763672396.6934
MEM 5454.734375 1763672396.7984
MEM 5454.734375 1763672396.9035
MEM 5454.750000 1763672397.0085
MEM 5454.750000 1763672397.1135
MEM 5454.750000 1763672397.2185
MEM 5454.750000 1763672397.3236
MEM 5454.750000 1763672397.4286
MEM 5454.750000 1763672397.5337
MEM 5454.750000 1763672397.6387
MEM 5454.750000 1763672397.7438
MEM 5454.750000 1763672397.8454
MEM 5454.750000 1763672397.9505
MEM 5454.750000 1763672398.0556
MEM 5454.750000 1763672398.1606
MEM 5454.750000 1763672398.2657
MEM 5454.750000 1763672398.3707
MEM 5454.765625 1763672398.4757
MEM 5454.765625 1763672398.5785
MEM 5454.781250 1763672398.6835
MEM 5454.781250 1763672398.7885
MEM 5454.796875 1763672398.8936
MEM 5454.796875 1763672398.9986
MEM 5454.796875 1763672399.1038
MEM 5454.796875 1763672399.2088
MEM 5454.796875 1763672399.3139
MEM 5454.796875 1763672399.4189
MEM 5454.796875 1763672399.5195
MEM 5454.796875 1763672399.6245
MEM 5454.796875 1763672399.7296
MEM 5454.796875 1763672399.8328
MEM 5454.796875 1763672399.9380
MEM 5454.796875 1763672400.0395
MEM 5454.796875 1763672400.1445
MEM 5454.796875 1763672400.2495
MEM 5454.796875 1763672400.3546
MEM 5454.796875 1763672400.4597
MEM 5454.796875 1763672400.5647
MEM 5454.796875 1763672400.6653
MEM 5454.796875 1763672400.7674
MEM 5454.796875 1763672400.8683
MEM 5454.812500 1763672400.9733
MEM 5454.812500 1763672401.0785
MEM 5454.812500 1763672401.1836
MEM 5454.812500 1763672401.2887
MEM 5454.812500 1763672401.3937
MEM 5454.812500 1763672401.4989
MEM 5454.812500 1763672401.6036
MEM 5454.812500 1763672401.7086
MEM 5454.812500 1763672401.8137
MEM 5454.812500 1763672401.9188
MEM 5454.812500 1763672402.0238
MEM 5454.812500 1763672402.1289
MEM 5454.812500 1763672402.2339
MEM 5454.812500 1763672402.3389
MEM 5454.812500 1763672402.4440
MEM 5454.812500 1763672402.5454
MEM 5454.812500 1763672402.6504
MEM 5454.812500 1763672402.7555
MEM 5454.812500 1763672402.8586
MEM 5454.812500 1763672402.9636
MEM 5454.828125 1763672403.0687
MEM 5454.828125 1763672403.1737
MEM 5454.843750 1763672403.2787
MEM 5454.843750 1763672403.3813
MEM 5454.843750 1763672403.4863
MEM 5454.843750 1763672403.5914
MEM 5454.859375 1763672403.6952
MEM 5454.859375 1763672403.7999
MEM 5454.859375 1763672403.9035
MEM 5454.859375 1763672404.0086
MEM 5454.859375 1763672404.1136
MEM 5454.859375 1763672404.2187
MEM 5454.859375 1763672404.3237
MEM 5454.875000 1763672404.4288
MEM 5454.890625 1763672404.5338
MEM 5454.890625 1763672404.6389
MEM 5454.890625 1763672404.7413
MEM 5454.890625 1763672404.8464
MEM 5454.890625 1763672404.9516
MEM 5454.906250 1763672405.0566
MEM 5454.906250 1763672405.1616
MEM 5454.921875 1763672405.2667
MEM 5454.921875 1763672405.3718
MEM 5454.921875 1763672405.4769
MEM 5454.937500 1763672405.5803
MEM 5454.937500 1763672405.6854
MEM 5454.937500 1763672405.7905
MEM 5454.937500 1763672405.8907
MEM 5454.937500 1763672405.9952
MEM 5454.937500 1763672406.1002
MEM 5454.937500 1763672406.2053
MEM 5454.937500 1763672406.3103
MEM 5454.937500 1763672406.4153
MEM 5454.937500 1763672406.5204
MEM 5454.937500 1763672406.6254
MEM 5454.953125 1763672406.7305
MEM 5454.953125 1763672406.8355
MEM 5454.968750 1763672406.9383
MEM 5454.968750 1763672407.0434
MEM 5454.984375 1763672407.1484
MEM 5454.984375 1763672407.2534
MEM 5455.000000 1763672407.3553
MEM 5455.015625 1763672407.4576
MEM 5455.015625 1763672407.5627
MEM 5455.015625 1763672407.6678
MEM 5455.015625 1763672407.7729
MEM 5455.015625 1763672407.8781
MEM 5455.015625 1763672407.9832
MEM 5455.015625 1763672408.0883
MEM 5455.015625 1763672408.1933
MEM 5455.015625 1763672408.2984
MEM 5455.015625 1763672408.4035
MEM 5455.015625 1763672408.5076
MEM 5455.015625 1763672408.6083
MEM 5455.015625 1763672408.7134
MEM 5455.015625 1763672408.8162
MEM 5455.015625 1763672408.9213
MEM 5455.015625 1763672409.0220
MEM 5455.015625 1763672409.1272
MEM 5455.015625 1763672409.2322
MEM 5455.015625 1763672409.3373
MEM 5455.015625 1763672409.4410
MEM 5455.015625 1763672409.5461
MEM 5455.015625 1763672409.6512
MEM 5455.015625 1763672409.7545
MEM 5455.015625 1763672409.8596
MEM 5455.015625 1763672409.9647
MEM 5455.015625 1763672410.0697
MEM 5455.015625 1763672410.1748
MEM 5455.015625 1763672410.2794
MEM 5455.015625 1763672410.3845
MEM 5455.015625 1763672410.4896
MEM 5455.015625 1763672410.5946
MEM 5455.015625 1763672410.6997
MEM 5455.015625 1763672410.8047
MEM 5455.015625 1763672410.9066
MEM 5455.015625 1763672411.0117
MEM 5455.015625 1763672411.1168
MEM 5455.015625 1763672411.2218
MEM 5455.015625 1763672411.3244
MEM 5455.015625 1763672411.4274
MEM 5455.015625 1763672411.5325
MEM 5455.015625 1763672411.6357
MEM 5455.015625 1763672411.7377
MEM 5455.015625 1763672411.8427
MEM 5455.015625 1763672411.9478
MEM 5455.015625 1763672412.0528
MEM 5455.015625 1763672412.1579
MEM 5455.015625 1763672412.2629
MEM 5455.015625 1763672412.3680
MEM 5455.015625 1763672412.4730
MEM 5455.015625 1763672412.5781
MEM 5455.015625 1763672412.6831
MEM 5455.015625 1763672412.7881
MEM 5455.015625 1763672412.8932
MEM 5455.015625 1763672412.9982
MEM 5455.015625 1763672413.1032
MEM 5455.015625 1763672413.2083
MEM 5455.015625 1763672413.3118
MEM 5455.015625 1763672413.4136
MEM 5455.015625 1763672413.5186
MEM 5455.015625 1763672413.6237
MEM 5455.015625 1763672413.7287
MEM 5455.015625 1763672413.8338
MEM 5455.015625 1763672413.9368
MEM 5455.015625 1763672414.0418
MEM 5455.015625 1763672414.1469
MEM 5455.015625 1763672414.2519
MEM 5455.015625 1763672414.3569
MEM 5455.015625 1763672414.4585
MEM 5455.015625 1763672414.5595
MEM 5455.015625 1763672414.6645
MEM 5455.031250 1763672414.7695
MEM 5455.031250 1763672414.8746
MEM 5455.046875 1763672414.9796
MEM 5455.046875 1763672415.0846
MEM 5455.046875 1763672415.1897
MEM 5455.046875 1763672415.2929
MEM 5455.046875 1763672415.3980
MEM 5455.046875 1763672415.5031
MEM 5455.046875 1763672415.6081
MEM 5455.046875 1763672415.7132
MEM 5455.046875 1763672415.8155
MEM 5455.046875 1763672415.9159
MEM 5455.062500 1763672416.0210
MEM 5455.062500 1763672416.1261
MEM 5455.062500 1763672416.2311
MEM 5455.062500 1763672416.3361
MEM 5455.062500 1763672416.4412
MEM 5455.062500 1763672416.5448
MEM 5455.062500 1763672416.6498
MEM 5455.078125 1763672416.7549
MEM 5455.078125 1763672416.8599
MEM 5455.093750 1763672416.9617
MEM 5455.093750 1763672417.0668
MEM 5455.093750 1763672417.1701
MEM 5455.093750 1763672417.2751
MEM 5455.093750 1763672417.3769
MEM 5455.093750 1763672417.4820
MEM 5455.093750 1763672417.5870
MEM 5455.093750 1763672417.6920
MEM 5455.093750 1763672417.7971
MEM 5455.093750 1763672417.8994
MEM 5455.093750 1763672418.0045
MEM 5455.093750 1763672418.1095
MEM 5455.093750 1763672418.2118
MEM 5455.093750 1763672418.3168
MEM 5455.093750 1763672418.4218
MEM 5455.109375 1763672418.5269
MEM 5455.109375 1763672418.6319
MEM 5455.125000 1763672418.7368
MEM 5455.125000 1763672418.8418
MEM 5455.140625 1763672418.9468
MEM 5455.140625 1763672419.0520
MEM 5455.140625 1763672419.1570
MEM 5455.140625 1763672419.2620
MEM 5455.140625 1763672419.3671
MEM 5455.140625 1763672419.4701
MEM 5455.140625 1763672419.5752
MEM 5455.156250 1763672419.6790
MEM 5455.156250 1763672419.7805
MEM 5455.156250 1763672419.8853
MEM 5455.156250 1763672419.9867
MEM 5455.156250 1763672420.0918
MEM 5455.156250 1763672420.1968
MEM 5455.156250 1763672420.3019
MEM 5455.156250 1763672420.4069
MEM 5455.156250 1763672420.5093
MEM 5455.156250 1763672420.6144
MEM 5455.156250 1763672420.7171
MEM 5455.156250 1763672420.8222
MEM 5455.156250 1763672420.9272
MEM 5455.156250 1763672421.0304
MEM 5455.156250 1763672421.1354
MEM 5455.156250 1763672421.2405
MEM 5455.156250 1763672421.3407
MEM 5455.156250 1763672421.4450
MEM 5455.156250 1763672421.5483
MEM 5455.156250 1763672421.6499
MEM 5455.156250 1763672421.7551
MEM 5455.156250 1763672421.8601
MEM 5455.156250 1763672421.9652
MEM 5455.156250 1763672422.0702
MEM 5455.156250 1763672422.1720
MEM 5455.156250 1763672422.2771
MEM 5455.156250 1763672422.3821
MEM 5455.156250 1763672422.4858
MEM 5455.156250 1763672422.5908
MEM 5455.171875 1763672422.6959
MEM 5455.171875 1763672422.8010
MEM 5455.171875 1763672422.9034
MEM 5455.171875 1763672423.0084
MEM 5455.171875 1763672423.1135
MEM 5455.171875 1763672423.2185
MEM 5455.171875 1763672423.3235
MEM 5455.171875 1763672423.4285
MEM 5455.187500 1763672423.5336
MEM 5455.187500 1763672423.6386
MEM 5455.187500 1763672423.7436
MEM 5455.187500 1763672423.8469
MEM 5455.187500 1763672423.9519
MEM 5455.187500 1763672424.0570
MEM 5455.187500 1763672424.1620
MEM 5455.187500 1763672424.2670
MEM 5455.187500 1763672424.3720
MEM 5455.187500 1763672424.4771
MEM 5455.187500 1763672424.5800
MEM 5455.187500 1763672424.6850
MEM 5455.187500 1763672424.7871
MEM 5455.187500 1763672424.8923
MEM 5455.187500 1763672424.9950
MEM 5455.187500 1763672425.0977
MEM 5455.187500 1763672425.2028
MEM 5455.187500 1763672425.3045
MEM 5455.187500 1763672425.4096
MEM 5455.187500 1763672425.5146
MEM 5455.187500 1763672425.6197
MEM 5455.187500 1763672425.7247
MEM 5455.187500 1763672425.8299
MEM 5455.187500 1763672425.9349
MEM 5455.203125 1763672426.0399
MEM 5455.203125 1763672426.1401
MEM 5455.218750 1763672426.2453
MEM 5455.218750 1763672426.3503
MEM 5455.218750 1763672426.4553
MEM 5455.218750 1763672426.5604
MEM 5455.218750 1763672426.6655
MEM 5455.218750 1763672426.7706
MEM 5455.218750 1763672426.8756
MEM 5455.218750 1763672426.9806
MEM 5455.218750 1763672427.0857
MEM 5455.234375 1763672427.1907
MEM 5455.250000 1763672427.2958
MEM 5455.250000 1763672427.3976
MEM 5455.250000 1763672427.5027
MEM 5455.250000 1763672427.6077
MEM 5455.265625 1763672427.7101
MEM 5455.265625 1763672427.8151
MEM 5455.265625 1763672427.9202
MEM 5455.265625 1763672428.0252
MEM 5455.281250 1763672428.1259
MEM 5455.281250 1763672428.2309
MEM 5455.296875 1763672428.3360
MEM 5455.296875 1763672428.4410
MEM 5455.296875 1763672428.5461
MEM 5455.296875 1763672428.6511
MEM 5455.296875 1763672428.7522
MEM 5455.296875 1763672428.8572
MEM 5455.296875 1763672428.9623
MEM 5455.296875 1763672429.0674
MEM 5455.296875 1763672429.1726
MEM 5455.296875 1763672429.2776
MEM 5455.296875 1763672429.3826
MEM 5455.296875 1763672429.4877
MEM 5455.296875 1763672429.5927
MEM 5455.296875 1763672429.6978
MEM 5455.312500 1763672429.8010
MEM 5455.312500 1763672429.9025
MEM 5455.312500 1763672430.0075
MEM 5455.312500 1763672430.1125
MEM 5455.312500 1763672430.2176
MEM 5455.312500 1763672430.3211
MEM 5455.312500 1763672430.4261
MEM 5455.312500 1763672430.5312
MEM 5455.312500 1763672430.6362
MEM 5455.312500 1763672430.7413
MEM 5455.312500 1763672430.8463
MEM 5455.312500 1763672430.9513
MEM 5455.312500 1763672431.0564
MEM 5455.328125 1763672431.1578
MEM 5455.328125 1763672431.2628
MEM 5455.343750 1763672431.3678
MEM 5455.343750 1763672431.4729
MEM 5455.343750 1763672431.5765
MEM 5455.343750 1763672431.6815
MEM 5455.343750 1763672431.7839
MEM 5455.343750 1763672431.8890
MEM 5455.343750 1763672431.9908
MEM 5455.343750 1763672432.0959
MEM 5455.343750 1763672432.2009
MEM 5455.343750 1763672432.3060
MEM 5455.343750 1763672432.4075
MEM 5455.343750 1763672432.5126
MEM 5455.343750 1763672432.6177
MEM 5455.343750 1763672432.7227
MEM 5455.343750 1763672432.8277
MEM 5455.343750 1763672432.9328
MEM 5455.343750 1763672433.0378
MEM 5455.343750 1763672433.1392
MEM 5455.343750 1763672433.2442
MEM 5455.343750 1763672433.3476
MEM 5455.343750 1763672433.4526
MEM 5455.359375 1763672433.5577
MEM 5455.359375 1763672433.6627
MEM 5455.375000 1763672433.7677
MEM 5455.375000 1763672433.8683
MEM 5455.375000 1763672433.9734
MEM 5455.375000 1763672434.0784
MEM 5455.375000 1763672434.1834
MEM 5455.375000 1763672434.2876
MEM 5455.375000 1763672434.3908
MEM 5455.375000 1763672434.4959
MEM 5455.375000 1763672434.6009
MEM 5455.375000 1763672434.7060
MEM 5455.375000 1763672434.8111
MEM 5455.390625 1763672434.9152
MEM 5455.390625 1763672435.0202
MEM 5455.390625 1763672435.1253
MEM 5455.390625 1763672435.2303
MEM 5455.390625 1763672435.3353
MEM 5455.390625 1763672435.4404
MEM 5455.390625 1763672435.5454
MEM 5455.390625 1763672435.6505
MEM 5455.390625 1763672435.7555
MEM 5455.390625 1763672435.8606
MEM 5455.390625 1763672435.9656
MEM 5455.406250 1763672436.0708
MEM 5455.406250 1763672436.1758
MEM 5455.406250 1763672436.2809
MEM 5455.406250 1763672436.3860
MEM 5455.406250 1763672436.4910
MEM 5455.406250 1763672436.5961
MEM 5455.406250 1763672436.7011
MEM 5455.406250 1763672436.8061
MEM 5455.406250 1763672436.9112
MEM 5455.406250 1763672437.0162
MEM 5455.406250 1763672437.1212
MEM 5455.406250 1763672437.2263
MEM 5455.406250 1763672437.3292
MEM 5455.406250 1763672437.4308
MEM 5455.406250 1763672437.5359
MEM 5455.406250 1763672437.6409
MEM 5455.406250 1763672437.7434
MEM 5455.406250 1763672437.8446
MEM 5455.406250 1763672437.9497
MEM 5455.406250 1763672438.0548
MEM 5455.406250 1763672438.1598
MEM 5455.406250 1763672438.2649
MEM 5455.406250 1763672438.3684
MEM 5455.406250 1763672438.4696
MEM 5455.406250 1763672438.5747
MEM 5455.406250 1763672438.6797
MEM 5455.406250 1763672438.7826
MEM 5455.406250 1763672438.8877
MEM 5455.406250 1763672438.9909
MEM 5455.421875 1763672439.0941
MEM 5455.421875 1763672439.1992
MEM 5455.421875 1763672439.3034
